date,visits
NaT-06,79
NaT-07,79
NaT-08,117
NaT-09,63
NaT-10,82
NaT-11,72
NaT-12,45
NaT-13,38
NaT-14,65
NaT-15,83
NaT-16,131
NaT-17,87
NaT-18,67
NaT-19,80
NaT-20,45
NaT-21,75
NaT-22,101
NaT-23,103
NaT-24,68
NaT-25,87
NaT-26,74
NaT-27,38
NaT-28,49
NaT-29,54
NaT-30,69
NaT-31,41
NaT-01,11
NaT-02,16
NaT-03,11
NaT-04,12
NaT-05,2
NaT-06,9
NaT-07,8
NaT-08,10
NaT-09,9
NaT-10,6
NaT-11,9
NaT-12,9
NaT-13,10
NaT-14,5
NaT-15,8
NaT-16,8
NaT-17,8
NaT-18,8
NaT-19,8
NaT-20,6
NaT-21,5
NaT-22,8
NaT-23,4
NaT-24,5
NaT-25,10
NaT-26,7
NaT-27,5
NaT-28,8
NaT-29,6
NaT-30,3
NaT-31,9
NaT-01,12
NaT-02,11
NaT-03,5
NaT-04,4
NaT-05,8
NaT-06,11
NaT-07,8
NaT-08,6
NaT-09,6
NaT-10,13
NaT-11,4
NaT-12,11
NaT-13,3
NaT-14,5
NaT-15,7
NaT-16,5
NaT-17,10
NaT-18,6
NaT-19,17
NaT-20,9
NaT-21,14
NaT-22,7
NaT-23,20
NaT-24,5
NaT-25,4
NaT-26,9
NaT-27,7
NaT-28,10
NaT-29,7
NaT-30,17
NaT-31,8
NaT-01,0
NaT-02,1
NaT-03,2
NaT-04,0
NaT-05,0
NaT-06,0
NaT-07,0
NaT-08,1
NaT-09,1
NaT-10,1
NaT-11,0
NaT-12,3
NaT-13,0
NaT-14,0
NaT-15,0
NaT-16,1
NaT-17,0
NaT-18,0
NaT-19,0
NaT-20,1
NaT-21,2
NaT-22,0
NaT-23,1
NaT-24,1
NaT-25,0
NaT-26,0
NaT-27,1
NaT-28,1
NaT-29,0
NaT-30,0
NaT-31,0
NaT-01,8
NaT-02,3
NaT-03,11
NaT-04,6
NaT-05,4
NaT-06,8
NaT-07,2
NaT-08,5
NaT-09,8
NaT-10,12
NaT-11,7
NaT-12,3
NaT-13,5
NaT-14,5
NaT-15,7
NaT-16,1
NaT-17,1
NaT-18,5
NaT-19,17
NaT-20,11
NaT-21,10
NaT-22,8
NaT-23,9
NaT-24,5
NaT-25,11
NaT-26,12
NaT-27,4
NaT-28,9
NaT-29,3
NaT-30,7
NaT-31,3
NaT-01,2
NaT-02,6
NaT-03,1
NaT-04,3
NaT-05,10
NaT-06,1
NaT-07,3
NaT-08,6
NaT-09,9
NaT-10,12
NaT-11,5
NaT-12,3
NaT-13,0
NaT-14,8
NaT-15,8
NaT-16,13
NaT-17,11
NaT-18,7
NaT-19,4
NaT-20,6
NaT-21,7
NaT-22,10
NaT-23,4
NaT-24,7
NaT-25,7
NaT-26,2
NaT-27,3
NaT-28,9
NaT-29,4
NaT-30,11
NaT-31,11
NaT-01,5
NaT-02,4
NaT-03,4
NaT-04,2
NaT-05,3
NaT-06,4
NaT-07,4
NaT-08,3
NaT-09,3
NaT-10,2
NaT-11,2
NaT-12,3
NaT-13,3
NaT-14,2
NaT-15,1
NaT-16,6
NaT-17,2
NaT-18,2
NaT-19,2
NaT-20,4
NaT-21,4
NaT-22,3
NaT-23,1
NaT-24,2
NaT-25,6
NaT-26,5
NaT-27,3
NaT-28,1
NaT-29,0
NaT-30,9
NaT-31,4
NaT-01,7
NaT-02,7
NaT-03,7
NaT-04,3
NaT-05,2
NaT-06,2
NaT-07,5
NaT-08,7
NaT-09,4
NaT-10,2
NaT-11,3
NaT-12,5
NaT-13,2
NaT-14,7
NaT-15,7
NaT-16,5
NaT-17,7
NaT-18,7
NaT-19,3
NaT-20,5
NaT-21,3
NaT-22,5
NaT-23,1
NaT-24,9
NaT-25,6
NaT-26,7
NaT-27,6
NaT-28,6
NaT-29,4
NaT-30,10
NaT-31,8
NaT-01,5
NaT-02,2
NaT-03,7
NaT-04,4
NaT-05,5
NaT-06,1
NaT-07,5
NaT-08,5
NaT-09,3
NaT-10,5
NaT-11,1
NaT-12,5
NaT-13,3
NaT-14,1
NaT-15,6
NaT-16,5
NaT-17,12
NaT-18,3
NaT-19,3
NaT-20,2
NaT-21,2
NaT-22,9
NaT-23,3
NaT-24,9
NaT-25,3
NaT-26,5
NaT-27,0
NaT-28,6
NaT-29,7
NaT-30,2
NaT-31,0
NaT-01,9
NaT-02,2
NaT-03,4
NaT-04,11
NaT-05,6
NaT-06,5
NaT-07,4
NaT-08,5
NaT-09,3
NaT-10,1
NaT-11,3
NaT-12,2
NaT-13,3
NaT-14,4
NaT-15,5
NaT-16,16
NaT-17,5
NaT-18,6
NaT-19,4
NaT-20,4
NaT-21,4
NaT-22,6
NaT-23,4
NaT-24,4
NaT-25,9
NaT-26,3
NaT-27,8
NaT-28,5
NaT-29,2
NaT-30,9
NaT-31,4
NaT-01,4
NaT-02,8
NaT-03,8
NaT-04,7
NaT-05,7
NaT-06,5
NaT-07,4
NaT-08,2
NaT-09,1
NaT-10,2
NaT-11,5
NaT-12,7
NaT-13,3
NaT-14,1
NaT-15,3
NaT-16,2
NaT-17,6
NaT-18,3
NaT-19,5
NaT-20,4
NaT-21,4
NaT-22,0
NaT-23,9
NaT-24,5
NaT-25,2
NaT-26,16
NaT-27,0
NaT-28,5
NaT-29,11
NaT-30,4
NaT-31,5
NaT-01,34
NaT-02,31
NaT-03,35
NaT-04,48
NaT-05,24
NaT-06,58
NaT-07,24
NaT-08,33
NaT-09,22
NaT-10,34
NaT-11,50
NaT-12,23
NaT-13,49
NaT-14,39
NaT-15,36
NaT-16,41
NaT-17,43
NaT-18,43
NaT-19,32
NaT-20,38
NaT-21,43
NaT-22,42
NaT-23,48
NaT-24,39
NaT-25,62
NaT-26,25
NaT-27,24
NaT-28,31
NaT-29,28
NaT-30,39
NaT-31,42
NaT-01,15
NaT-02,15
NaT-03,18
NaT-04,16
NaT-05,28
NaT-06,30
NaT-07,17
NaT-08,20
NaT-09,27
NaT-10,20
NaT-11,14
NaT-12,29
NaT-13,22
NaT-14,31
NaT-15,22
NaT-16,23
NaT-17,10
NaT-18,17
NaT-19,34
NaT-20,20
NaT-21,19
NaT-22,18
NaT-23,11
NaT-24,14
NaT-25,21
NaT-26,21
NaT-27,23
NaT-28,19
NaT-29,11
NaT-30,13
NaT-31,13
NaT-01,0
NaT-02,0
NaT-03,1
NaT-04,1
NaT-05,1
NaT-06,1
NaT-07,0
NaT-08,0
NaT-09,0
NaT-10,0
NaT-11,0
NaT-12,0
NaT-13,0
NaT-14,0
NaT-15,0
NaT-16,1
NaT-17,0
NaT-18,1
NaT-19,0
NaT-20,0
NaT-21,0
NaT-22,1
NaT-23,0
NaT-24,0
NaT-25,1
NaT-26,0
NaT-27,0
NaT-28,0
NaT-29,0
NaT-30,0
NaT-31,0
NaT-01,11
NaT-02,8
NaT-03,17
NaT-04,10
NaT-05,13
NaT-06,10
NaT-07,10
NaT-08,12
NaT-09,12
NaT-10,16
NaT-11,5
NaT-12,5
NaT-13,12
NaT-14,7
NaT-15,16
NaT-16,20
NaT-17,29
NaT-18,11
NaT-19,39
NaT-20,16
NaT-21,15
NaT-22,21
NaT-23,21
NaT-24,21
NaT-25,18
NaT-26,18
NaT-27,12
NaT-28,9
NaT-29,16
NaT-30,12
NaT-31,8
NaT-01,6
NaT-02,5
NaT-03,5
NaT-04,6
NaT-05,8
NaT-06,5
NaT-07,3
NaT-08,8
NaT-09,4
NaT-10,5
NaT-11,4
NaT-12,9
NaT-13,10
NaT-14,5
NaT-15,8
NaT-16,9
NaT-17,9
NaT-18,9
NaT-19,10
NaT-20,17
NaT-21,8
NaT-22,4
NaT-23,6
NaT-24,11
NaT-25,7
NaT-26,6
NaT-27,16
NaT-28,7
NaT-29,6
NaT-30,7
NaT-31,8
NaT-01,26
NaT-02,24
NaT-03,18
NaT-04,33
NaT-05,34
NaT-06,167
NaT-07,12
NaT-08,20
NaT-09,31
NaT-10,20
NaT-11,24
NaT-12,35
NaT-13,20
NaT-14,15
NaT-15,11
NaT-16,13
NaT-17,14
NaT-18,15
NaT-19,32
NaT-20,42
NaT-21,15
NaT-22,15
NaT-23,26
NaT-24,16
NaT-25,17
NaT-26,45
NaT-27,46
NaT-28,21
NaT-29,16
NaT-30,19
NaT-31,23
NaT-01,2
NaT-02,1
NaT-03,0
NaT-04,7
NaT-05,3
NaT-06,3
NaT-07,0
NaT-08,2
NaT-09,3
NaT-10,1
NaT-11,0
NaT-12,8
NaT-13,4
NaT-14,1
NaT-15,2
NaT-16,0
NaT-17,2
NaT-18,1
NaT-19,1
NaT-20,1
NaT-21,0
NaT-22,2
NaT-23,3
NaT-24,0
NaT-25,0
NaT-26,3
NaT-27,59
NaT-28,1
NaT-29,1
NaT-30,1
NaT-31,8
NaT-01,1
NaT-02,0
NaT-03,1
NaT-04,3
NaT-05,1
NaT-06,0
NaT-07,2
NaT-08,4
NaT-09,1
NaT-10,1
NaT-11,0
NaT-12,0
NaT-13,0
NaT-14,2
NaT-15,5
NaT-16,3
NaT-17,1
NaT-18,1
NaT-19,0
NaT-20,1
NaT-21,2
NaT-22,1
NaT-23,2
NaT-24,2
NaT-25,3
NaT-26,3
NaT-27,1
NaT-28,5
NaT-29,1
NaT-30,0
NaT-31,7
NaT-01,6
NaT-02,1
NaT-03,1
NaT-04,5
NaT-05,0
NaT-06,0
NaT-07,2
NaT-08,1
NaT-09,3
NaT-10,2
NaT-11,0
NaT-12,1
NaT-13,0
NaT-14,1
NaT-15,0
NaT-16,0
NaT-17,0
NaT-18,2
NaT-19,0
NaT-20,1
NaT-21,0
NaT-22,3
NaT-23,1
NaT-24,0
NaT-25,0
NaT-26,0
NaT-27,0
NaT-28,0
NaT-29,0
NaT-30,4
NaT-31,1
NaT-01,25
NaT-02,13
NaT-03,10
NaT-04,15
NaT-05,30
NaT-06,27
NaT-07,12
NaT-08,16
NaT-09,14
NaT-10,13
NaT-11,23
NaT-12,24
NaT-13,20
NaT-14,17
NaT-15,24
NaT-16,24
NaT-17,21
NaT-18,24
NaT-19,21
NaT-20,24
NaT-21,11
NaT-22,16
NaT-23,27
NaT-24,10
NaT-25,10
NaT-26,6
NaT-27,27
NaT-28,17
NaT-29,15
NaT-30,10
NaT-31,11
NaT-01,3
NaT-02,3
NaT-03,3
NaT-04,1
NaT-05,2
NaT-06,6
NaT-07,2
NaT-08,4
NaT-09,2
NaT-10,2
NaT-11,2
NaT-12,6
NaT-13,10
NaT-14,2
NaT-15,1
NaT-16,4
NaT-17,1
NaT-18,1
NaT-19,8
NaT-20,7
NaT-21,0
NaT-22,4
NaT-23,2
NaT-24,3
NaT-25,3
NaT-26,6
NaT-27,8
NaT-28,3
NaT-29,7
NaT-30,2
NaT-31,5
NaT-01,8
NaT-02,10
NaT-03,16
NaT-04,12
NaT-05,14
NaT-06,11
NaT-07,13
NaT-08,6
NaT-09,16
NaT-10,9
NaT-11,28
NaT-12,11
NaT-13,15
NaT-14,10
NaT-15,9
NaT-16,3
NaT-17,11
NaT-18,21
NaT-19,10
NaT-20,14
NaT-21,13
NaT-22,8
NaT-23,7
NaT-24,2
NaT-25,3
NaT-26,10
NaT-27,6
NaT-28,7
NaT-29,6
NaT-30,8
NaT-31,6
NaT-01,26
NaT-02,26
NaT-03,50
NaT-04,33
NaT-05,40
NaT-06,37
NaT-07,29
NaT-08,32
NaT-09,34
NaT-10,22
NaT-11,28
NaT-12,36
NaT-13,48
NaT-14,35
NaT-15,34
NaT-16,38
NaT-17,39
NaT-18,39
NaT-19,97
NaT-20,76
NaT-21,43
NaT-22,50
NaT-23,54
NaT-24,47
NaT-25,39
NaT-26,43
NaT-27,73
NaT-28,31
NaT-29,28
NaT-30,38
NaT-31,42
NaT-01,19
NaT-02,31
NaT-03,36
NaT-04,21
NaT-05,16
NaT-06,24
NaT-07,32
NaT-08,38
NaT-09,32
NaT-10,46
NaT-11,23
NaT-12,5
NaT-13,20
NaT-14,11
NaT-15,20
NaT-16,36
NaT-17,24
NaT-18,13
NaT-19,20
NaT-20,35
NaT-21,18
NaT-22,28
NaT-23,28
NaT-24,21
NaT-25,20
NaT-26,27
NaT-27,22
NaT-28,13
NaT-29,22
NaT-30,14
NaT-31,13
NaT-01,46
NaT-02,55
NaT-03,48
NaT-04,36
NaT-05,30
NaT-06,19
NaT-07,63
NaT-08,56
NaT-09,33
NaT-10,38
NaT-11,34
NaT-12,16
NaT-13,39
NaT-14,28
NaT-15,45
NaT-16,46
NaT-17,32
NaT-18,41
NaT-19,46
NaT-20,25
NaT-21,46
NaT-22,48
NaT-23,36
NaT-24,47
NaT-25,46
NaT-26,27
NaT-27,10
NaT-28,24
NaT-29,38
NaT-30,29
NaT-31,42
NaT-01,6
NaT-02,4
NaT-03,8
NaT-04,5
NaT-05,3
NaT-06,3
NaT-07,2
NaT-08,1
NaT-09,11
NaT-10,3
NaT-11,2
NaT-12,1
NaT-13,4
NaT-14,6
NaT-15,5
NaT-16,3
NaT-17,4
NaT-18,6
NaT-19,4
NaT-20,7
NaT-21,5
NaT-22,4
NaT-23,9
NaT-24,4
NaT-25,0
NaT-26,3
NaT-27,4
NaT-28,1
NaT-29,7
NaT-30,3
NaT-31,10
NaT-01,17
NaT-02,11
NaT-03,9
NaT-04,14
NaT-05,13
NaT-06,8
NaT-07,13
NaT-08,16
NaT-09,16
NaT-10,18
NaT-11,12
NaT-12,12
NaT-13,8
NaT-14,9
NaT-15,20
NaT-16,18
NaT-17,15
NaT-18,13
NaT-19,17
NaT-20,13
NaT-21,8
NaT-22,11
NaT-23,7
NaT-24,5
NaT-25,10
NaT-26,8
NaT-27,13
NaT-28,6
NaT-29,9
NaT-30,12
NaT-31,21
NaT-01,0
NaT-02,0
NaT-03,0
NaT-04,1
NaT-05,3
NaT-06,1
NaT-07,0
NaT-08,0
NaT-09,0
NaT-10,1
NaT-11,0
NaT-12,1
NaT-13,1
NaT-14,0
NaT-15,0
NaT-16,0
NaT-17,0
NaT-18,0
NaT-19,1
NaT-20,2
NaT-21,0
NaT-22,0
NaT-23,0
NaT-24,0
NaT-25,0
NaT-26,0
NaT-27,0
NaT-28,0
NaT-29,0
NaT-30,0
NaT-31,2
NaT-01,6
NaT-02,4
NaT-03,7
NaT-04,8
NaT-05,8
NaT-06,4
NaT-07,3
NaT-08,6
NaT-09,3
NaT-10,10
NaT-11,9
NaT-12,4
NaT-13,2
NaT-14,3
NaT-15,7
NaT-16,5
NaT-17,4
NaT-18,6
NaT-19,7
NaT-20,7
NaT-21,10
NaT-22,7
NaT-23,9
NaT-24,14
NaT-25,10
NaT-26,8
NaT-27,3
NaT-28,4
NaT-29,5
NaT-30,3
NaT-31,6
NaT-01,5
NaT-02,2
NaT-03,3
NaT-04,7
NaT-05,6
NaT-06,12
NaT-07,6
NaT-08,2
NaT-09,13
NaT-10,6
NaT-11,3
NaT-12,14
NaT-13,10
NaT-14,5
NaT-15,7
NaT-16,15
NaT-17,13
NaT-18,10
NaT-19,7
NaT-20,14
NaT-21,9
NaT-22,8
NaT-23,9
NaT-24,20
NaT-25,7
NaT-26,14
NaT-27,12
NaT-28,9
NaT-29,3
NaT-30,2
NaT-31,11
NaT-01,32
NaT-02,25
NaT-03,21
NaT-04,20
NaT-05,24
NaT-06,22
NaT-07,21
NaT-08,28
NaT-09,21
NaT-10,22
NaT-11,8
NaT-12,23
NaT-13,17
NaT-14,21
NaT-15,24
NaT-16,27
NaT-17,25
NaT-18,14
NaT-19,18
NaT-20,19
NaT-21,23
NaT-22,18
NaT-23,32
NaT-24,22
NaT-25,22
NaT-26,29
NaT-27,15
NaT-28,24
NaT-29,20
NaT-30,26
NaT-31,12
NaT-01,7
NaT-02,7
NaT-03,3
NaT-04,3
NaT-05,17
NaT-06,17
NaT-07,0
NaT-08,5
NaT-09,7
NaT-10,3
NaT-11,3
NaT-12,15
NaT-13,20
NaT-14,1
NaT-15,3
NaT-16,2
NaT-17,7
NaT-18,5
NaT-19,12
NaT-20,34
NaT-21,1
NaT-22,4
NaT-23,7
NaT-24,2
NaT-25,8
NaT-26,21
NaT-27,13
NaT-28,0
NaT-29,5
NaT-30,3
NaT-31,1
NaT-01,8
NaT-02,7
NaT-03,5
NaT-04,10
NaT-05,12
NaT-06,17
NaT-07,7
NaT-08,12
NaT-09,8
NaT-10,13
NaT-11,13
NaT-12,19
NaT-13,14
NaT-14,14
NaT-15,12
NaT-16,13
NaT-17,15
NaT-18,18
NaT-19,20
NaT-20,16
NaT-21,4
NaT-22,11
NaT-23,9
NaT-24,16
NaT-25,16
NaT-26,14
NaT-27,9
NaT-28,12
NaT-29,16
NaT-30,10
NaT-31,14
NaT-01,6
NaT-02,10
NaT-03,8
NaT-04,12
NaT-05,25
NaT-06,18
NaT-07,4
NaT-08,7
NaT-09,11
NaT-10,11
NaT-11,10
NaT-12,13
NaT-13,17
NaT-14,13
NaT-15,16
NaT-16,21
NaT-17,17
NaT-18,21
NaT-19,25
NaT-20,28
NaT-21,25
NaT-22,13
NaT-23,8
NaT-24,16
NaT-25,9
NaT-26,14
NaT-27,11
NaT-28,9
NaT-29,10
NaT-30,12
NaT-31,12
NaT-01,11
NaT-02,5
NaT-03,4
NaT-04,5
NaT-05,6
NaT-06,2
NaT-07,3
NaT-08,9
NaT-09,4
NaT-10,2
NaT-11,6
NaT-12,4
NaT-13,3
NaT-14,6
NaT-15,6
NaT-16,6
NaT-17,12
NaT-18,11
NaT-19,10
NaT-20,10
NaT-21,11
NaT-22,3
NaT-23,5
NaT-24,3
NaT-25,3
NaT-26,4
NaT-27,4
NaT-28,13
NaT-29,5
NaT-30,5
NaT-31,7
NaT-01,15
NaT-02,10
NaT-03,9
NaT-04,14
NaT-05,10
NaT-06,8
NaT-07,10
NaT-08,15
NaT-09,15
NaT-10,24
NaT-11,16
NaT-12,10
NaT-13,5
NaT-14,12
NaT-15,19
NaT-16,11
NaT-17,11
NaT-18,17
NaT-19,19
NaT-20,7
NaT-21,9
NaT-22,19
NaT-23,18
NaT-24,10
NaT-25,17
NaT-26,32
NaT-27,18
NaT-28,11
NaT-29,25
NaT-30,12
NaT-31,11
NaT-01,8
NaT-02,5
NaT-03,14
NaT-04,11
NaT-05,8
NaT-06,6
NaT-07,6
NaT-08,8
NaT-09,13
NaT-10,10
NaT-11,7
NaT-12,14
NaT-13,5
NaT-14,16
NaT-15,8
NaT-16,8
NaT-17,7
NaT-18,17
NaT-19,24
NaT-20,17
NaT-21,10
NaT-22,18
NaT-23,13
NaT-24,16
NaT-25,14
NaT-26,21
NaT-27,8
NaT-28,14
NaT-29,15
NaT-30,10
NaT-31,17
NaT-01,27
NaT-02,20
NaT-03,16
NaT-04,24
NaT-05,61
NaT-06,14
NaT-07,18
NaT-08,19
NaT-09,30
NaT-10,24
NaT-11,21
NaT-12,13
NaT-13,9
NaT-14,13
NaT-15,24
NaT-16,35
NaT-17,20
NaT-18,23
NaT-19,32
NaT-20,21
NaT-21,23
NaT-22,20
NaT-23,21
NaT-24,22
NaT-25,17
NaT-26,28
NaT-27,21
NaT-28,15
NaT-29,19
NaT-30,21
NaT-31,16
NaT-01,12
NaT-02,8
NaT-03,10
NaT-04,2
NaT-05,8
NaT-06,13
NaT-07,8
NaT-08,14
NaT-09,11
NaT-10,5
NaT-11,6
NaT-12,11
NaT-13,8
NaT-14,2
NaT-15,14
NaT-16,17
NaT-17,9
NaT-18,10
NaT-19,7
NaT-20,4
NaT-21,9
NaT-22,19
NaT-23,16
NaT-24,8
NaT-25,10
NaT-26,16
NaT-27,9
NaT-28,17
NaT-29,9
NaT-30,8
NaT-31,5
NaT-01,2
NaT-02,8
NaT-03,4
NaT-04,3
NaT-05,8
NaT-06,2
NaT-07,1
NaT-08,4
NaT-09,2
NaT-10,2
NaT-11,2
NaT-12,10
NaT-13,2
NaT-14,0
NaT-15,3
NaT-16,6
NaT-17,5
NaT-18,4
NaT-19,18
NaT-20,3
NaT-21,6
NaT-22,1
NaT-23,5
NaT-24,4
NaT-25,1
NaT-26,10
NaT-27,2
NaT-28,3
NaT-29,3
NaT-30,4
NaT-31,3
NaT-01,20
NaT-02,18
NaT-03,17
NaT-04,18
NaT-05,13
NaT-06,8
NaT-07,20
NaT-08,23
NaT-09,23
NaT-10,13
NaT-11,24
NaT-12,10
NaT-13,9
NaT-14,29
NaT-15,22
NaT-16,25
NaT-17,19
NaT-18,16
NaT-19,21
NaT-20,9
NaT-21,39
NaT-22,30
NaT-23,24
NaT-24,26
NaT-25,13
NaT-26,14
NaT-27,9
NaT-28,22
NaT-29,26
NaT-30,26
NaT-31,23
NaT-01,3
NaT-02,9
NaT-03,5
NaT-04,7
NaT-05,4
NaT-06,8
NaT-07,6
NaT-08,10
NaT-09,4
NaT-10,3
NaT-11,8
NaT-12,7
NaT-13,5
NaT-14,6
NaT-15,4
NaT-16,5
NaT-17,9
NaT-18,7
NaT-19,8
NaT-20,8
NaT-21,6
NaT-22,5
NaT-23,6
NaT-24,10
NaT-25,9
NaT-26,7
NaT-27,7
NaT-28,2
NaT-29,1
NaT-30,3
NaT-31,10
NaT-01,1
NaT-02,11
NaT-03,4
NaT-04,6
NaT-05,4
NaT-06,6
NaT-07,2
NaT-08,7
NaT-09,1
NaT-10,11
NaT-11,7
NaT-12,7
NaT-13,3
NaT-14,2
NaT-15,3
NaT-16,5
NaT-17,12
NaT-18,11
NaT-19,9
NaT-20,9
NaT-21,7
NaT-22,4
NaT-23,6
NaT-24,3
NaT-25,9
NaT-26,3
NaT-27,4
NaT-28,8
NaT-29,4
NaT-30,3
NaT-31,5
NaT-01,69
NaT-02,77
NaT-03,97
NaT-04,79
NaT-05,19
NaT-06,22
NaT-07,80
NaT-08,81
NaT-09,26
NaT-10,82
NaT-11,65
NaT-12,25
NaT-13,18
NaT-14,102
NaT-15,70
NaT-16,69
NaT-17,104
NaT-18,106
NaT-19,28
NaT-20,22
NaT-21,76
NaT-22,77
NaT-23,86
NaT-24,87
NaT-25,68
NaT-26,19
NaT-27,15
NaT-28,68
NaT-29,89
NaT-30,80
NaT-31,72
NaT-01,162
NaT-02,169
NaT-03,156
NaT-04,188
NaT-05,196
NaT-06,234
NaT-07,148
NaT-08,189
NaT-09,161
NaT-10,133
NaT-11,304
NaT-12,318
NaT-13,259
NaT-14,206
NaT-15,227
NaT-16,203
NaT-17,210
NaT-18,200
NaT-19,218
NaT-20,218
NaT-21,148
NaT-22,157
NaT-23,199
NaT-24,197
NaT-25,229
NaT-26,325
NaT-27,412
NaT-28,196
NaT-29,236
NaT-30,164
NaT-31,193
NaT-01,30
NaT-02,40
NaT-03,36
NaT-04,16
NaT-05,22
NaT-06,46
NaT-07,17
NaT-08,24
NaT-09,12
NaT-10,23
NaT-11,6
NaT-12,6
NaT-13,43
NaT-14,20
NaT-15,39
NaT-16,16
NaT-17,26
NaT-18,27
NaT-19,32
NaT-20,20
NaT-21,27
NaT-22,31
NaT-23,27
NaT-24,15
NaT-25,18
NaT-26,22
NaT-27,39
NaT-28,23
NaT-29,19
NaT-30,17
NaT-31,17
NaT-01,6
NaT-02,2
NaT-03,7
NaT-04,4
NaT-05,5
NaT-06,1
NaT-07,5
NaT-08,6
NaT-09,8
NaT-10,1
NaT-11,3
NaT-12,7
NaT-13,2
NaT-14,7
NaT-15,5
NaT-16,6
NaT-17,4
NaT-18,9
NaT-19,11
NaT-20,9
NaT-21,1
NaT-22,4
NaT-23,5
NaT-24,2
NaT-25,6
NaT-26,7
NaT-27,4
NaT-28,3
NaT-29,3
NaT-30,10
NaT-31,4
NaT-01,2
NaT-02,5
NaT-03,5
NaT-04,3
NaT-05,5
NaT-06,9
NaT-07,6
NaT-08,6
NaT-09,8
NaT-10,1
NaT-11,4
NaT-12,4
NaT-13,5
NaT-14,3
NaT-15,5
NaT-16,5
NaT-17,6
NaT-18,2
NaT-19,5
NaT-20,8
NaT-21,4
NaT-22,6
NaT-23,6
NaT-24,7
NaT-25,5
NaT-26,10
NaT-27,8
NaT-28,2
NaT-29,2
NaT-30,10
NaT-31,3
NaT-01,9
NaT-02,4
NaT-03,2
NaT-04,5
NaT-05,5
NaT-06,4
NaT-07,0
NaT-08,3
NaT-09,4
NaT-10,1
NaT-11,4
NaT-12,5
NaT-13,5
NaT-14,4
NaT-15,2
NaT-16,7
NaT-17,7
NaT-18,3
NaT-19,8
NaT-20,5
NaT-21,1
NaT-22,3
NaT-23,4
NaT-24,0
NaT-25,8
NaT-26,3
NaT-27,8
NaT-28,5
NaT-29,11
NaT-30,5
NaT-31,9
NaT-01,7
NaT-02,5
NaT-03,7
NaT-04,7
NaT-05,11
NaT-06,8
NaT-07,6
NaT-08,1
NaT-09,16
NaT-10,6
NaT-11,4
NaT-12,7
NaT-13,16
NaT-14,3
NaT-15,3
NaT-16,11
NaT-17,10
NaT-18,15
NaT-19,14
NaT-20,6
NaT-21,9
NaT-22,10
NaT-23,10
NaT-24,6
NaT-25,5
NaT-26,16
NaT-27,14
NaT-28,11
NaT-29,7
NaT-30,9
NaT-31,5
NaT-01,6
NaT-02,4
NaT-03,9
NaT-04,3
NaT-05,8
NaT-06,2
NaT-07,6
NaT-08,4
NaT-09,5
NaT-10,9
NaT-11,1
NaT-12,4
NaT-13,2
NaT-14,9
NaT-15,4
NaT-16,3
NaT-17,5
NaT-18,5
NaT-19,6
NaT-20,12
NaT-21,5
NaT-22,7
NaT-23,12
NaT-24,3
NaT-25,3
NaT-26,4
NaT-27,4
NaT-28,9
NaT-29,5
NaT-30,3
NaT-31,6
NaT-01,1
NaT-02,2
NaT-03,2
NaT-04,0
NaT-05,5
NaT-06,4
NaT-07,4
NaT-08,3
NaT-09,8
NaT-10,4
NaT-11,2
NaT-12,9
NaT-13,0
NaT-14,4
NaT-15,3
NaT-16,6
NaT-17,3
NaT-18,3
NaT-19,4
NaT-20,9
NaT-21,3
NaT-22,4
NaT-23,3
NaT-24,3
NaT-25,3
NaT-26,7
NaT-27,6
NaT-28,5
NaT-29,4
NaT-30,3
NaT-31,4
NaT-01,19
NaT-02,14
NaT-03,13
NaT-04,8
NaT-05,12
NaT-06,3
NaT-07,10
NaT-08,35
NaT-09,10
NaT-10,18
NaT-11,10
NaT-12,13
NaT-13,9
NaT-14,4
NaT-15,14
NaT-16,12
NaT-17,15
NaT-18,13
NaT-19,10
NaT-20,6
NaT-21,10
NaT-22,17
NaT-23,21
NaT-24,18
NaT-25,13
NaT-26,7
NaT-27,7
NaT-28,7
NaT-29,9
NaT-30,17
NaT-31,29
NaT-01,1
NaT-02,6
NaT-03,0
NaT-04,3
NaT-05,3
NaT-06,2
NaT-07,2
NaT-08,3
NaT-09,1
NaT-10,1
NaT-11,1
NaT-12,0
NaT-13,1
NaT-14,0
NaT-15,1
NaT-16,1
NaT-17,3
NaT-18,3
NaT-19,3
NaT-20,3
NaT-21,4
NaT-22,14
NaT-23,11
NaT-24,8
NaT-25,13
NaT-26,10
NaT-27,13
NaT-28,9
NaT-29,8
NaT-30,7
NaT-31,7
NaT-01,2506
NaT-02,1282
NaT-03,828
NaT-04,714
NaT-05,602
NaT-06,745
NaT-07,1064
NaT-08,692
NaT-09,283
NaT-10,301
NaT-11,264
NaT-12,270
NaT-13,315
NaT-14,299
NaT-15,364
NaT-16,365
NaT-17,323
NaT-18,291
NaT-19,374
NaT-20,339
NaT-21,188
NaT-22,138
NaT-23,173
NaT-24,123
NaT-25,139
NaT-26,111
NaT-27,138
NaT-28,115
NaT-29,143
NaT-30,125
NaT-31,128
NaT-01,158
NaT-02,162
NaT-03,145
NaT-04,189
NaT-05,218
NaT-06,222
NaT-07,256
NaT-08,145
NaT-09,52
NaT-10,51
NaT-11,49
NaT-12,45
NaT-13,53
NaT-14,45
NaT-15,66
NaT-16,77
NaT-17,57
NaT-18,53
